measure_date,rainfall,temperature,humidity,precipitation_type,loc_id
2020-01-10 11:00:00,0.0,-1.0,82.0,0.0,1
2020-01-10 12:00:00,0.0,-1.7,87.0,0.0,1
2020-01-10 13:00:00,0.0,-2.4,91.0,0.0,1
2020-01-10 14:00:00,0.0,-1.5,88.0,0.0,1
2020-01-10 15:00:00,0.0,-1.7,91.0,0.0,1
2020-01-10 16:00:00,0.0,-2.4,94.0,0.0,1
2020-01-10 17:00:00,0.0,-2.9,95.0,0.0,1
2020-01-10 18:00:00,0.0,-1.8,95.0,0.0,1
2020-01-10 19:00:00,0.0,-1.4,93.0,0.0,1
2020-01-10 20:00:00,0.0,-1.8,94.0,0.0,1
2020-01-10 21:00:00,0.0,-1.7,95.0,0.0,1
2020-01-10 22:00:00,0.0,-1.0,94.0,0.0,1
2020-01-10 23:00:00,0.0,-0.7,91.0,0.0,1
2020-01-11 00:00:00,0.0,1.8,84.0,0.0,1
2020-01-11 01:00:00,0.0,3.1,79.0,0.0,1
2020-01-11 02:00:00,0.0,3.0,76.0,0.0,1
2020-01-11 03:00:00,0.0,3.7,69.0,0.0,1
2020-01-11 04:00:00,0.0,4.3,61.0,0.0,1
2020-01-11 05:00:00,0.0,4.2,56.0,0.0,1
2020-01-11 06:00:00,0.0,3.1,65.0,0.0,1
2020-01-11 07:00:00,0.0,1.5,70.0,0.0,1
2020-01-11 08:00:00,0.0,0.2,72.0,0.0,1
2020-01-11 09:00:00,0.0,-0.5,73.0,0.0,1
2020-01-11 10:00:00,0.0,-0.9,80.0,0.0,1
2020-01-11 11:00:00,0.0,-0.8,80.0,0.0,1
2020-01-11 12:00:00,0.0,-0.5,77.0,0.0,1
2020-01-11 13:00:00,0.0,-0.5,77.0,0.0,1
2020-01-11 14:00:00,0.0,-0.1,76.0,0.0,1
2020-01-11 15:00:00,0.0,-0.1,77.0,0.0,1
2020-01-11 16:00:00,0.0,-0.4,79.0,0.0,1
2020-01-11 17:00:00,0.0,-1.1,78.0,0.0,1
2020-01-11 18:00:00,0.0,-1.0,74.0,0.0,1
2020-01-11 19:00:00,0.0,-2.2,83.0,0.0,1
2020-01-11 20:00:00,0.0,-1.7,78.0,0.0,1
2020-01-11 21:00:00,0.0,-1.1,77.0,0.0,1
2020-01-11 22:00:00,0.0,-0.8,76.0,0.0,1
2020-01-11 23:00:00,0.0,0.1,70.0,0.0,1
2020-01-12 00:00:00,0.0,0.8,68.0,0.0,1
2020-01-12 01:00:00,0.0,1.2,65.0,0.0,1
2020-01-12 02:00:00,0.0,2.4,60.0,0.0,1
2020-01-12 03:00:00,0.0,2.7,60.0,0.0,1
2020-01-12 04:00:00,0.0,3.2,54.0,0.0,1
2020-01-12 05:00:00,0.0,2.1,61.0,0.0,1
2020-01-12 06:00:00,0.0,2.1,59.0,0.0,1
2020-01-12 07:00:00,0.0,1.3,65.0,0.0,1
2020-01-12 08:00:00,0.0,0.6,68.0,0.0,1
2020-01-12 09:00:00,0.0,0.4,68.0,0.0,1
2020-01-12 10:00:00,0.0,0.5,65.0,0.0,1
2020-01-12 11:00:00,0.0,0.6,63.0,0.0,1
2020-01-12 12:00:00,0.0,1.0,61.0,0.0,1
2020-01-12 13:00:00,0.0,0.8,70.0,0.0,1
2020-01-12 14:00:00,0.0,0.5,71.0,0.0,1
2020-01-12 15:00:00,0.0,0.4,72.0,0.0,1
2020-01-12 16:00:00,0.0,0.4,70.0,0.0,1
2020-01-12 17:00:00,0.0,0.1,72.0,0.0,1
2020-01-12 18:00:00,0.0,-0.1,75.0,0.0,1
2020-01-12 19:00:00,0.0,-0.3,78.0,3.0,1
2020-01-12 20:00:00,0.0,-0.7,82.0,3.0,1
2020-01-12 21:00:00,0.0,-1.0,86.0,0.0,1
2020-01-12 22:00:00,0.0,-0.3,68.0,0.0,1
2020-01-12 23:00:00,0.0,0.0,65.0,0.0,1
2020-01-13 00:00:00,0.0,-0.5,65.0,0.0,1
2020-01-13 01:00:00,0.0,0.1,58.0,0.0,1
2020-01-13 02:00:00,0.0,-0.1,58.0,0.0,1
2020-01-13 03:00:00,0.0,-0.2,60.0,0.0,1
2020-01-13 04:00:00,0.0,0.3,47.0,0.0,1
2020-01-13 05:00:00,0.0,0.3,47.0,0.0,1
2020-01-13 06:00:00,0.0,0.0,50.0,0.0,1
2020-01-13 07:00:00,0.0,-1.1,56.0,0.0,1
2020-01-13 08:00:00,0.0,-2.5,65.0,0.0,1
2020-01-13 09:00:00,0.0,-3.0,67.0,0.0,1
2020-01-13 10:00:00,0.0,-3.5,66.0,0.0,1
2020-01-13 11:00:00,0.0,-3.9,74.0,0.0,1
2020-01-13 12:00:00,0.0,-3.5,72.0,0.0,1
2020-01-13 13:00:00,0.0,-3.4,74.0,0.0,1
2020-01-13 14:00:00,0.0,-3.7,76.0,0.0,1
2020-01-13 15:00:00,0.0,-4.0,78.0,0.0,1
2020-01-13 16:00:00,0.0,-4.2,81.0,0.0,1
2020-01-13 17:00:00,0.0,-3.9,79.0,0.0,1
2020-01-13 18:00:00,0.0,-4.0,76.0,0.0,1
2020-01-13 19:00:00,0.0,-4.7,82.0,0.0,1
2020-01-13 20:00:00,0.0,-3.7,76.0,0.0,1
2020-01-13 21:00:00,0.0,-3.1,73.0,0.0,1
2020-01-13 22:00:00,0.0,-3.0,75.0,0.0,1
2020-01-13 23:00:00,0.0,-2.0,73.0,0.0,1
2020-01-14 00:00:00,0.0,-0.3,67.0,0.0,1
2020-01-14 01:00:00,0.0,0.5,55.0,0.0,1
2020-01-14 02:00:00,0.0,1.7,52.0,0.0,1
2020-01-14 03:00:00,0.0,2.2,53.0,0.0,1
2020-01-14 04:00:00,0.0,1.9,55.0,0.0,1
2020-01-14 05:00:00,0.0,2.2,54.0,0.0,1
2020-01-14 06:00:00,0.0,1.7,64.0,0.0,1
2020-01-14 07:00:00,0.0,0.1,71.0,0.0,1
2020-01-14 08:00:00,0.0,-0.9,69.0,0.0,1
2020-01-14 09:00:00,0.0,-2.2,70.0,0.0,1
2020-01-14 10:00:00,0.0,-2.3,72.0,0.0,1
2020-01-14 11:00:00,0.0,-2.9,75.0,0.0,1
2020-01-14 12:00:00,0.0,-1.8,69.0,0.0,1
2020-01-14 13:00:00,0.0,-1.3,67.0,0.0,1
2020-01-14 14:00:00,0.0,-2.1,73.0,0.0,1
2020-01-14 15:00:00,0.0,-2.6,77.0,0.0,1
2020-01-14 16:00:00,0.0,-2.1,78.0,0.0,1
2020-01-14 17:00:00,0.0,-2.3,71.0,0.0,1
2020-01-14 18:00:00,0.0,-3.0,77.0,0.0,1
2020-01-14 19:00:00,0.0,-3.5,76.0,0.0,1
2020-01-14 20:00:00,0.0,-4.3,81.0,0.0,1
2020-01-14 21:00:00,0.0,-4.6,85.0,0.0,1
2020-01-14 22:00:00,0.0,-4.8,85.0,0.0,1
2020-01-14 23:00:00,0.0,-2.0,70.0,0.0,1
2020-01-15 00:00:00,0.0,-0.5,65.0,0.0,1
2020-01-15 01:00:00,0.0,0.2,56.0,0.0,1
2020-01-15 02:00:00,0.0,0.6,55.0,0.0,1
2020-01-15 03:00:00,0.0,1.8,55.0,0.0,1
2020-01-15 04:00:00,0.0,2.6,51.0,0.0,1
2020-01-15 05:00:00,0.0,1.6,52.0,0.0,1
2020-01-15 06:00:00,0.0,1.4,53.0,0.0,1
2020-01-15 07:00:00,0.0,0.2,59.0,0.0,1
2020-01-15 08:00:00,0.0,-1.7,71.0,0.0,1
2020-01-15 09:00:00,0.0,-2.3,75.0,0.0,1
2020-01-15 10:00:00,0.0,-2.7,77.0,0.0,1
2020-01-15 11:00:00,0.0,-3.5,83.0,0.0,1
2020-01-15 12:00:00,0.0,-3.1,79.0,0.0,1
2020-01-15 13:00:00,0.0,-3.6,80.0,0.0,1
2020-01-15 14:00:00,0.0,-4.6,88.0,0.0,1
2020-01-15 15:00:00,0.0,-5.0,87.0,0.0,1
2020-01-15 16:00:00,0.0,-5.0,88.0,0.0,1
2020-01-15 17:00:00,0.0,-5.3,89.0,0.0,1
2020-01-15 18:00:00,0.0,-4.7,88.0,0.0,1
2020-01-15 19:00:00,0.0,-5.3,90.0,0.0,1
2020-01-15 20:00:00,0.0,-4.7,89.0,0.0,1
2020-01-15 21:00:00,0.0,-5.3,91.0,0.0,1
2020-01-15 22:00:00,0.0,-4.8,90.0,0.0,1
2020-01-15 23:00:00,0.0,-2.8,81.0,0.0,1
2020-01-16 00:00:00,0.0,-1.0,65.0,0.0,1
2020-01-16 01:00:00,0.0,0.3,52.0,0.0,1
2020-01-16 02:00:00,0.0,0.9,44.0,0.0,1
2020-01-16 03:00:00,0.0,1.4,42.0,0.0,1
2020-01-16 04:00:00,0.0,1.9,36.0,0.0,1
2020-01-16 05:00:00,0.0,2.1,38.0,0.0,1
