measure_date,precipitation,temperature,humidity,precipitation_type,loc_id
2019-04-03 15:00:00,0.0,2.7,93.0,0.0,1
2019-04-03 16:00:00,0.0,2.5,93.0,0.0,1
2019-04-03 17:00:00,0.0,1.3,93.0,0.0,1
2019-04-03 18:00:00,0.0,2.2,93.0,0.0,1
2019-04-03 19:00:00,0.0,1.9,93.0,0.0,1
2019-04-03 20:00:00,0.0,2.2,93.0,0.0,1
2019-04-03 21:00:00,0.0,3.7,93.0,0.0,1
2019-04-03 22:00:00,0.0,6.6,84.0,0.0,1
2019-04-03 23:00:00,0.0,8.4,76.0,0.0,1
2019-04-04 00:00:00,0.0,10.8,54.0,0.0,1
2019-04-04 01:00:00,0.0,13.1,46.0,0.0,1
2019-04-04 02:00:00,0.0,14.5,39.0,0.0,1
2019-04-04 03:00:00,0.0,14.3,44.0,0.0,1
2019-04-04 04:00:00,0.0,14.7,38.0,0.0,1
2019-04-04 05:00:00,0.0,15.3,34.5153010182605,0.0,1
2019-04-04 06:00:00,0.0,14.3,34.5153010182605,0.0,1
2019-04-04 07:00:00,0.0,12.2,42.0,0.0,1
2019-04-04 08:00:00,0.0,10.1,53.0,0.0,1
2019-04-04 09:00:00,0.0,8.2,63.0,0.0,1
2019-04-04 10:00:00,0.0,7.2,79.0,0.0,1
2019-04-04 11:00:00,0.0,6.9,84.0,0.0,1
2019-04-04 12:00:00,0.0,6.4,90.0,0.0,1
2019-04-04 13:00:00,0.0,6.6,79.0,0.0,1
2019-04-04 14:00:00,0.0,6.6,83.0,0.0,1
2019-04-04 15:00:00,0.0,6.8,86.0,0.0,1
2019-04-04 16:00:00,0.0,7.1,90.0,0.0,1
2019-04-04 17:00:00,0.0,7.4,92.0,0.0,1
2019-04-04 18:00:00,0.0,7.8,93.0,0.0,1
2019-04-04 19:00:00,0.0,7.9,93.0,0.0,1
2019-04-04 20:00:00,0.0,8.9,93.0,0.0,1
2019-04-04 21:00:00,0.0,9.4,93.0,0.0,1
2019-04-04 22:00:00,0.0,9.6,93.0,0.0,1
2019-04-04 23:00:00,0.0,9.8,93.0,0.0,1
2019-04-05 00:00:00,0.0,12.8,81.0,0.0,1
2019-04-05 01:00:00,0.0,14.8,44.0,0.0,1
2019-04-05 02:00:00,0.0,15.3,34.5153010182605,0.0,1
2019-04-05 03:00:00,0.0,15.7,34.5153010182605,0.0,1
2019-04-05 04:00:00,0.0,15.5,34.5153010182605,0.0,1
2019-04-05 05:00:00,0.0,14.9,34.5153010182605,0.0,1
2019-04-05 06:00:00,0.0,14.5,34.5153010182605,0.0,1
2019-04-05 07:00:00,0.0,12.1,34.5153010182605,0.0,1
2019-04-05 08:00:00,0.0,10.0,37.0,0.0,1
2019-04-05 09:00:00,0.0,8.1,43.0,0.0,1
2019-04-05 10:00:00,0.0,7.4,48.0,0.0,1
2019-04-05 11:00:00,0.0,6.8,56.0,0.0,1
2019-04-05 12:00:00,0.0,6.1,58.0,0.0,1
2019-04-05 13:00:00,0.0,5.2,59.0,0.0,1
2019-04-05 14:00:00,0.0,4.5,57.0,0.0,1
2019-04-05 15:00:00,0.0,4.5,56.0,0.0,1
2019-04-05 16:00:00,0.0,4.6,55.0,0.0,1
2019-04-05 17:00:00,0.0,3.5,59.0,0.0,1
2019-04-05 18:00:00,0.0,2.2,67.0,0.0,1
2019-04-05 19:00:00,0.0,2.2,63.0,0.0,1
2019-04-05 20:00:00,0.0,2.8,58.0,0.0,1
2019-04-05 21:00:00,0.0,3.9,52.0,0.0,1
2019-04-05 22:00:00,0.0,6.9,54.0,0.0,1
2019-04-05 23:00:00,0.0,9.7,42.0,0.0,1
2019-04-06 00:00:00,0.0,12.7,34.5153010182605,0.0,1
2019-04-06 01:00:00,0.0,13.1,34.5153010182605,0.0,1
2019-04-06 02:00:00,0.0,15.0,34.5153010182605,0.0,1
2019-04-06 03:00:00,0.0,15.7,34.5153010182605,0.0,1
2019-04-06 04:00:00,0.0,12.4,34.5153010182605,0.0,1
2019-04-06 05:00:00,0.0,12.4,41.0,0.0,1
2019-04-06 06:00:00,0.0,13.1,40.0,0.0,1
2019-04-06 07:00:00,0.0,13.6,36.0,0.0,1
2019-04-06 08:00:00,0.0,12.9,34.5153010182605,0.0,1
2019-04-06 09:00:00,0.0,11.3,43.0,0.0,1
2019-04-06 10:00:00,0.0,10.4,45.0,0.0,1
2019-04-06 11:00:00,0.0,10.8,40.0,0.0,1
2019-04-06 12:00:00,0.0,10.2,47.0,0.0,1
2019-04-06 13:00:00,0.0,10.3,46.0,0.0,1
2019-04-06 14:00:00,0.0,10.5,46.0,0.0,1
2019-04-06 15:00:00,0.0,10.3,48.0,0.0,1
2019-04-06 16:00:00,0.0,10.5,47.0,0.0,1
2019-04-06 17:00:00,0.0,9.8,55.0,0.0,1
2019-04-06 18:00:00,0.0,9.0,60.0,0.0,1
2019-04-06 19:00:00,0.0,8.2,65.0,0.0,1
2019-04-06 20:00:00,0.0,7.1,76.0,0.0,1
2019-04-06 21:00:00,0.0,8.0,76.0,0.0,1
2019-04-06 22:00:00,0.0,9.3,73.0,0.0,1
2019-04-06 23:00:00,0.0,11.6,56.0,0.0,1
2019-04-07 00:00:00,0.0,13.0,43.0,0.0,1
2019-04-07 01:00:00,0.0,14.5,42.0,0.0,1
2019-04-07 02:00:00,0.0,15.9,34.5153010182605,0.0,1
2019-04-07 03:00:00,0.0,17.200001,34.5153010182605,0.0,1
2019-04-07 04:00:00,0.0,17.700001,34.5153010182605,0.0,1
2019-04-07 05:00:00,0.0,17.299999,34.5153010182605,0.0,1
2019-04-07 06:00:00,0.0,16.0,34.5153010182605,0.0,1
2019-04-07 07:00:00,0.0,13.8,34.5153010182605,0.0,1
2019-04-07 08:00:00,0.0,13.3,34.5153010182605,0.0,1
2019-04-07 09:00:00,0.0,12.3,34.5153010182605,0.0,1
2019-04-07 10:00:00,0.0,10.7,38.0,0.0,1
2019-04-07 11:00:00,0.0,9.9,37.0,0.0,1
2019-04-07 12:00:00,0.0,8.6,43.0,0.0,1
2019-04-07 13:00:00,0.0,8.1,44.0,0.0,1
2019-04-07 14:00:00,0.0,6.7,51.0,0.0,1
2019-04-07 15:00:00,0.0,7.9,44.0,0.0,1
2019-04-07 16:00:00,0.0,7.0,47.0,0.0,1
2019-04-07 17:00:00,0.0,6.1,50.0,0.0,1
2019-04-07 18:00:00,0.0,5.8,54.0,0.0,1
2019-04-07 19:00:00,0.0,5.4,55.0,0.0,1
2019-04-07 20:00:00,0.0,4.6,60.0,0.0,1
2019-04-07 21:00:00,0.0,7.1,52.0,0.0,1
2019-04-07 22:00:00,0.0,9.3,48.0,0.0,1
2019-04-07 23:00:00,0.0,12.2,34.5153010182605,0.0,1
2019-04-08 00:00:00,0.0,13.1,34.5153010182605,0.0,1
2019-04-08 01:00:00,0.0,13.6,34.5153010182605,0.0,1
2019-04-08 02:00:00,0.0,14.1,34.5153010182605,0.0,1
2019-04-08 03:00:00,0.0,15.7,34.5153010182605,0.0,1
2019-04-08 04:00:00,0.0,14.6,34.5153010182605,0.0,1
2019-04-08 05:00:00,0.0,14.4,34.5153010182605,0.0,1
2019-04-08 06:00:00,0.0,14.1,34.5153010182605,0.0,1
2019-04-08 07:00:00,0.0,12.7,34.5153010182605,0.0,1
2019-04-08 08:00:00,0.0,10.6,38.0,0.0,1
2019-04-08 09:00:00,0.0,9.3,41.0,0.0,1
2019-04-08 10:00:00,0.0,8.6,45.0,0.0,1
2019-04-08 11:00:00,0.0,8.5,41.0,0.0,1
2019-04-08 12:00:00,0.0,6.6,53.0,0.0,1
2019-04-08 13:00:00,0.0,7.0,44.0,0.0,1
2019-04-08 14:00:00,0.0,5.8,49.0,0.0,1
2019-04-08 15:00:00,0.0,5.4,52.0,0.0,1
2019-04-08 16:00:00,0.0,5.6,55.0,0.0,1
2019-04-08 17:00:00,0.0,6.0,53.0,0.0,1
2019-04-08 18:00:00,0.0,6.0,53.0,0.0,1
2019-04-08 19:00:00,0.0,6.8,57.0,0.0,1
2019-04-08 20:00:00,0.0,7.4,52.0,0.0,1
2019-04-08 21:00:00,0.0,8.2,53.0,0.0,1
2019-04-08 22:00:00,0.0,10.1,42.0,0.0,1
2019-04-08 23:00:00,0.0,11.5,38.0,0.0,1
2019-04-09 00:00:00,0.0,13.0,34.5153010182605,0.0,1
2019-04-09 01:00:00,0.0,13.1,34.5153010182605,0.0,1
2019-04-09 02:00:00,0.0,13.9,34.5153010182605,0.0,1
2019-04-09 03:00:00,0.0,14.6,34.5153010182605,0.0,1
2019-04-09 04:00:00,0.0,14.4,34.5153010182605,0.0,1
2019-04-09 05:00:00,0.0,14.2,34.5153010182605,0.0,1
2019-04-09 06:00:00,0.0,14.0,34.5153010182605,0.0,1
2019-04-09 07:00:00,0.0,11.7,50.0,1.0,1
2019-04-09 08:00:00,2.0,8.7,84.0,1.0,1
2019-04-09 09:00:00,4.0,7.3,93.0,1.0,1
2019-04-09 10:00:00,4.0,6.2,93.0,1.0,1
2019-04-09 11:00:00,5.0,5.6,93.0,1.0,1
2019-04-09 12:00:00,5.0,5.4,93.0,1.0,1
2019-04-09 13:00:00,4.5,5.2,93.0,1.0,1
2019-04-09 14:00:00,2.5,4.8,93.0,1.0,1
2019-04-09 15:00:00,1.0,4.7,93.0,1.0,1
2019-04-09 16:00:00,0.0,4.6,93.0,0.0,1
2019-04-09 17:00:00,0.0,4.7,93.0,0.0,1
2019-04-09 18:00:00,0.0,4.6,93.0,0.0,1
2019-04-09 19:00:00,0.0,4.7,93.0,0.0,1
2019-04-09 20:00:00,0.0,4.7,93.0,0.0,1
2019-04-09 21:00:00,0.0,5.0,93.0,0.0,1
2019-04-09 22:00:00,0.0,5.5,93.0,0.0,1
2019-04-09 23:00:00,0.0,6.6,91.0,0.0,1
2019-04-10 00:00:00,0.0,6.5,90.0,0.0,1
2019-04-10 01:00:00,0.0,7.3,83.0,0.0,1
2019-04-10 02:00:00,0.0,7.0,92.0,0.0,1
2019-04-10 03:00:00,0.0,6.4,93.0,0.0,1
2019-04-10 04:00:00,0.0,7.0,93.0,0.0,1
2019-04-10 05:00:00,0.0,7.5,88.0,0.0,1
2019-04-10 06:00:00,0.0,8.0,85.0,0.0,1
2019-04-10 07:00:00,0.0,8.4,81.0,0.0,1
2019-04-10 08:00:00,0.0,8.4,80.0,0.0,1
2019-04-10 09:00:00,0.0,7.7,87.0,0.0,1
2019-04-10 10:00:00,0.0,6.5,91.0,0.0,1
2019-04-10 11:00:00,0.0,5.5,93.0,0.0,1
2019-04-10 12:00:00,0.0,4.9,93.0,0.0,1
2019-04-10 13:00:00,0.0,4.8,93.0,0.0,1
2019-04-10 14:00:00,0.0,3.5,93.0,0.0,1
2019-04-10 15:00:00,0.0,3.1,93.0,0.0,1
2019-04-10 16:00:00,0.0,2.5,93.0,0.0,1
2019-04-10 17:00:00,0.0,2.7,93.0,0.0,1
2019-04-10 18:00:00,0.0,2.2,93.0,0.0,1
2019-04-10 19:00:00,0.0,2.2,93.0,0.0,1
2019-04-10 20:00:00,0.0,2.3,93.0,0.0,1
2019-04-10 21:00:00,0.0,3.4,93.0,0.0,1
2019-04-10 22:00:00,0.0,5.5,93.0,0.0,1
2019-04-10 23:00:00,0.0,8.5,93.0,0.0,1
2019-04-11 00:00:00,0.0,11.0,61.0,0.0,1
2019-04-11 01:00:00,0.0,12.2,57.0,0.0,1
2019-04-11 02:00:00,0.0,13.2,44.0,0.0,1
2019-04-11 03:00:00,0.0,13.0,59.0,0.0,1
2019-04-11 04:00:00,0.0,13.5,55.0,0.0,1
2019-04-11 05:00:00,0.0,14.0,49.0,0.0,1
2019-04-11 06:00:00,0.0,12.3,55.0,0.0,1
2019-04-11 07:00:00,0.0,12.2,50.0,0.0,1
2019-04-11 08:00:00,0.0,11.0,53.0,0.0,1
2019-04-11 09:00:00,0.0,9.6,68.0,0.0,1
2019-04-11 10:00:00,0.0,8.4,68.0,0.0,1
2019-04-11 11:00:00,0.0,8.3,64.0,0.0,1
2019-04-11 12:00:00,0.0,7.4,73.0,0.0,1
2019-04-11 13:00:00,0.0,7.4,72.0,0.0,1
2019-04-11 14:00:00,0.0,7.1,74.0,0.0,1
2019-04-11 15:00:00,0.0,6.4,75.0,0.0,1
2019-04-11 16:00:00,0.0,6.1,83.0,0.0,1
2019-04-11 17:00:00,0.0,5.2,88.0,0.0,1
2019-04-11 18:00:00,0.0,5.0,90.0,0.0,1
2019-04-11 19:00:00,0.0,5.0,92.0,0.0,1
2019-04-11 20:00:00,0.0,5.9,90.0,0.0,1
2019-04-11 21:00:00,0.0,7.5,77.0,0.0,1
2019-04-11 22:00:00,0.0,10.2,75.0,0.0,1
2019-04-11 23:00:00,0.0,12.3,41.0,0.0,1
2019-04-12 00:00:00,0.0,14.8,34.5153010182605,0.0,1
2019-04-12 01:00:00,0.0,15.7,34.5153010182605,0.0,1
2019-04-12 02:00:00,0.0,16.200001,34.5153010182605,0.0,1
2019-04-12 03:00:00,0.0,16.1,34.5153010182605,0.0,1
2019-04-12 04:00:00,0.0,16.0,34.5153010182605,0.0,1
2019-04-12 05:00:00,0.0,16.299999,34.5153010182605,0.0,1
2019-04-12 06:00:00,0.0,15.7,34.5153010182605,0.0,1
2019-04-12 07:00:00,0.0,13.9,34.5153010182605,0.0,1
2019-04-12 08:00:00,0.0,12.6,41.0,0.0,1
2019-04-12 09:00:00,0.0,10.7,42.0,0.0,1
2019-04-12 10:00:00,0.0,9.4,51.0,0.0,1
2019-04-12 11:00:00,0.0,8.5,75.0,0.0,1
2019-04-12 12:00:00,0.0,7.3,78.0,0.0,1
2019-04-12 13:00:00,0.0,7.0,76.0,0.0,1
2019-04-12 14:00:00,0.0,5.9,85.0,0.0,1
2019-04-12 15:00:00,0.0,5.0,83.0,0.0,1
2019-04-12 16:00:00,0.0,4.8,86.0,0.0,1
2019-04-12 17:00:00,0.0,3.3,82.0,0.0,1
2019-04-12 18:00:00,0.0,3.6,78.0,0.0,1
2019-04-12 19:00:00,0.0,2.4,87.0,0.0,1
2019-04-12 20:00:00,0.0,2.8,82.0,0.0,1
2019-04-12 21:00:00,0.0,4.4,80.0,0.0,1
2019-04-12 22:00:00,0.0,8.3,62.0,0.0,1
2019-04-12 23:00:00,0.0,12.3,38.0,0.0,1
2019-04-13 00:00:00,0.0,15.0,34.5153010182605,0.0,1
2019-04-13 01:00:00,0.0,16.200001,34.5153010182605,0.0,1
2019-04-13 02:00:00,0.0,17.1,34.5153010182605,0.0,1
2019-04-13 03:00:00,0.0,16.9,34.5153010182605,0.0,1
2019-04-13 04:00:00,0.0,16.1,35.0,0.0,1
2019-04-13 05:00:00,0.0,18.4,34.5153010182605,0.0,1
2019-04-13 06:00:00,0.0,17.1,34.5153010182605,0.0,1
2019-04-13 07:00:00,0.0,15.3,34.5153010182605,0.0,1
2019-04-13 08:00:00,0.0,14.1,34.5153010182605,0.0,1
2019-04-13 09:00:00,0.0,12.6,34.5153010182605,0.0,1
2019-04-13 10:00:00,0.0,10.4,34.5153010182605,0.0,1
2019-04-13 11:00:00,0.0,9.2,41.0,0.0,1
2019-04-13 12:00:00,0.0,9.5,38.0,0.0,1
2019-04-13 13:00:00,0.0,8.8,38.0,0.0,1
2019-04-13 14:00:00,0.0,7.9,40.0,0.0,1
2019-04-13 15:00:00,0.0,8.7,34.5153010182605,0.0,1
2019-04-13 16:00:00,0.0,6.6,42.0,0.0,1
2019-04-13 17:00:00,0.0,8.2,36.0,0.0,1
2019-04-13 18:00:00,0.0,8.1,41.0,0.0,1
2019-04-13 19:00:00,0.0,8.0,49.0,0.0,1
2019-04-13 20:00:00,0.0,9.2,57.0,0.0,1
2019-04-13 21:00:00,0.0,9.1,58.0,0.0,1
2019-04-13 22:00:00,0.0,10.1,59.0,0.0,1
2019-04-13 23:00:00,0.0,10.1,69.0,1.0,1
2019-04-14 00:00:00,1.0,8.5,93.0,1.0,1
2019-04-14 01:00:00,1.0,8.6,93.0,1.0,1
2019-04-14 02:00:00,0.0,9.8,93.0,0.0,1
2019-04-14 03:00:00,0.0,12.2,85.0,0.0,1
2019-04-14 04:00:00,0.0,11.8,79.0,0.0,1
2019-04-14 05:00:00,0.0,12.9,74.0,0.0,1
2019-04-14 06:00:00,0.0,12.2,76.0,0.0,1
2019-04-14 07:00:00,0.0,10.9,76.0,0.0,1
2019-04-14 08:00:00,0.0,9.5,70.0,0.0,1
2019-04-14 09:00:00,0.0,8.1,75.0,0.0,1
2019-04-14 10:00:00,0.0,7.5,75.0,0.0,1
2019-04-14 11:00:00,0.0,6.7,74.0,0.0,1
2019-04-14 12:00:00,0.0,6.8,63.0,0.0,1
2019-04-14 13:00:00,0.0,5.5,58.0,0.0,1
2019-04-14 14:00:00,0.0,5.8,55.0,0.0,1
2019-04-14 15:00:00,0.0,4.9,62.0,0.0,1
2019-04-14 16:00:00,0.0,4.1,68.0,0.0,1
2019-04-14 17:00:00,0.0,4.8,67.0,0.0,1
2019-04-14 18:00:00,0.0,3.9,77.0,0.0,1
2019-04-14 19:00:00,0.0,3.4,82.0,0.0,1
2019-04-14 20:00:00,0.0,2.4,87.0,0.0,1
2019-04-14 21:00:00,0.0,5.9,75.0,0.0,1
2019-04-14 22:00:00,0.0,8.4,68.0,0.0,1
2019-04-14 23:00:00,0.0,12.0,47.0,0.0,1
2019-04-15 00:00:00,0.0,12.5,49.0,0.0,1
2019-04-15 01:00:00,0.0,15.4,34.5153010182605,0.0,1
2019-04-15 02:00:00,0.0,16.6,34.5153010182605,0.0,1
2019-04-15 03:00:00,0.0,17.0,34.5153010182605,0.0,1
2019-04-15 04:00:00,0.0,17.4,34.5153010182605,0.0,1
2019-04-15 05:00:00,0.0,16.5,34.5153010182605,0.0,1
2019-04-15 06:00:00,0.0,16.4,34.5153010182605,0.0,1
2019-04-15 07:00:00,0.0,16.4,34.5153010182605,0.0,1
2019-04-15 08:00:00,0.0,14.4,37.0,0.0,1
2019-04-15 09:00:00,0.0,11.9,52.0,0.0,1
2019-04-15 10:00:00,0.0,10.2,62.0,0.0,1
2019-04-15 11:00:00,0.0,9.2,67.0,0.0,1
2019-04-15 12:00:00,0.0,8.5,66.0,0.0,1
2019-04-15 13:00:00,0.0,8.1,64.0,0.0,1
2019-04-15 14:00:00,0.0,7.4,65.0,0.0,1
2019-04-15 15:00:00,0.0,7.4,61.0,0.0,1
2019-04-15 16:00:00,0.0,7.3,59.0,0.0,1
2019-04-15 17:00:00,0.0,7.4,62.0,0.0,1
2019-04-15 18:00:00,0.0,7.6,62.0,0.0,1
2019-04-15 19:00:00,0.0,4.5,74.0,0.0,1
2019-04-15 20:00:00,0.0,3.2,77.0,0.0,1
2019-04-15 21:00:00,0.0,6.3,59.0,0.0,1
2019-04-15 22:00:00,0.0,10.9,46.0,0.0,1
2019-04-15 23:00:00,0.0,14.2,34.5153010182605,0.0,1
2019-04-16 00:00:00,0.0,17.4,34.5153010182605,0.0,1
2019-04-16 01:00:00,0.0,18.4,34.5153010182605,0.0,1
2019-04-16 02:00:00,0.0,19.799999,34.5153010182605,0.0,1
2019-04-16 03:00:00,0.0,20.4,34.5153010182605,0.0,1
2019-04-16 04:00:00,0.0,20.4,34.5153010182605,0.0,1
2019-04-16 05:00:00,0.0,20.200001,34.5153010182605,0.0,1
2019-04-16 06:00:00,0.0,19.799999,34.5153010182605,0.0,1
2019-04-16 07:00:00,0.0,18.9,34.5153010182605,0.0,1
2019-04-16 08:00:00,0.0,17.0,34.5153010182605,0.0,1
2019-04-16 09:00:00,0.0,14.4,36.0,0.0,1
2019-04-16 10:00:00,0.0,11.5,46.0,0.0,1
2019-04-16 11:00:00,0.0,10.5,46.0,0.0,1
2019-04-16 12:00:00,0.0,10.4,50.0,0.0,1
2019-04-16 13:00:00,0.0,10.2,48.0,0.0,1
2019-04-16 14:00:00,0.0,9.4,51.0,0.0,1
2019-04-16 15:00:00,0.0,8.4,53.0,0.0,1
2019-04-16 16:00:00,0.0,8.2,52.0,0.0,1
2019-04-16 17:00:00,0.0,7.1,60.0,0.0,1
2019-04-16 18:00:00,0.0,6.8,58.0,0.0,1
2019-04-16 19:00:00,0.0,6.6,56.0,0.0,1
2019-04-16 20:00:00,0.0,7.3,49.0,0.0,1
2019-04-16 21:00:00,0.0,10.5,38.0,0.0,1
2019-04-16 22:00:00,0.0,15.0,34.5153010182605,0.0,1
2019-04-16 23:00:00,0.0,18.200001,34.5153010182605,0.0,1
2019-04-17 00:00:00,0.0,19.4,34.5153010182605,0.0,1
2019-04-17 01:00:00,0.0,20.200001,34.5153010182605,0.0,1
2019-04-17 02:00:00,0.0,21.1,34.5153010182605,0.0,1
2019-04-17 03:00:00,0.0,21.299999,34.5153010182605,0.0,1
2019-04-17 04:00:00,0.0,21.6,34.5153010182605,0.0,1
2019-04-17 05:00:00,0.0,21.6,35.0,0.0,1
2019-04-17 06:00:00,0.0,19.700001,49.0,0.0,1
2019-04-17 07:00:00,0.0,18.9,47.0,0.0,1
2019-04-17 08:00:00,0.0,17.1,52.0,0.0,1
2019-04-17 09:00:00,0.0,14.7,62.0,0.0,1
2019-04-17 10:00:00,0.0,12.5,73.0,0.0,1
2019-04-17 11:00:00,0.0,10.7,84.0,0.0,1
2019-04-17 12:00:00,0.0,11.0,82.0,0.0,1
2019-04-17 13:00:00,0.0,10.4,80.0,0.0,1
2019-04-17 14:00:00,0.0,10.7,81.0,0.0,1
2019-04-17 15:00:00,0.0,10.3,87.0,0.0,1
2019-04-17 16:00:00,0.0,9.6,91.0,0.0,1
2019-04-17 17:00:00,0.0,10.2,91.0,0.0,1
2019-04-17 18:00:00,0.0,9.8,93.0,0.0,1
2019-04-17 19:00:00,0.0,10.7,93.0,0.0,1
2019-04-17 20:00:00,0.0,11.4,93.0,0.0,1
2019-04-17 21:00:00,0.0,11.8,93.0,0.0,1
2019-04-17 22:00:00,0.0,13.5,86.0,0.0,1
2019-04-17 23:00:00,0.0,15.0,74.0,0.0,1
2019-04-18 00:00:00,0.0,16.5,70.0,0.0,1
2019-04-18 01:00:00,0.0,15.3,73.0,0.0,1
2019-04-18 02:00:00,0.0,15.3,73.0,0.0,1
2019-04-18 03:00:00,0.0,14.4,79.0,0.0,1
2019-04-18 04:00:00,0.0,15.5,75.0,0.0,1
2019-04-18 05:00:00,0.0,15.8,76.0,0.0,1
2019-04-18 06:00:00,0.0,14.5,82.0,0.0,1
2019-04-18 07:00:00,0.0,13.4,88.0,0.0,1
2019-04-18 08:00:00,0.0,12.9,91.0,0.0,1
2019-04-18 09:00:00,0.0,12.1,93.0,0.0,1
2019-04-18 10:00:00,0.0,11.6,93.0,0.0,1
2019-04-18 11:00:00,0.0,11.3,93.0,0.0,1
2019-04-18 12:00:00,0.0,11.1,93.0,0.0,1
2019-04-18 13:00:00,0.0,10.5,93.0,0.0,1
2019-04-18 14:00:00,0.0,9.5,93.0,0.0,1
2019-04-18 15:00:00,0.0,9.0,93.0,0.0,1
2019-04-18 16:00:00,0.0,9.4,93.0,0.0,1
2019-04-18 17:00:00,0.0,9.4,93.0,0.0,1
2019-04-18 18:00:00,0.0,9.7,93.0,0.0,1
2019-04-18 19:00:00,0.0,9.9,93.0,0.0,1
2019-04-18 20:00:00,0.0,9.9,93.0,0.0,1
2019-04-18 21:00:00,0.0,9.9,93.0,0.0,1
2019-04-18 22:00:00,0.0,10.5,93.0,0.0,1
2019-04-18 23:00:00,0.0,12.1,93.0,0.0,1
2019-04-19 00:00:00,0.0,13.6,89.0,0.0,1
2019-04-19 01:00:00,0.0,15.9,79.0,0.0,1
2019-04-19 02:00:00,0.0,17.200001,70.0,0.0,1
2019-04-19 03:00:00,0.0,16.5,72.0,0.0,1
2019-04-19 04:00:00,0.0,16.6,71.0,0.0,1
2019-04-19 05:00:00,0.0,18.1,65.0,0.0,1
2019-04-19 06:00:00,0.0,23.0,37.0,0.0,1
2019-04-19 07:00:00,0.0,18.1,57.0,0.0,1
2019-04-19 08:00:00,0.0,17.0,59.0,0.0,1
2019-04-19 09:00:00,0.0,15.6,63.0,0.0,1
2019-04-19 10:00:00,0.0,14.2,68.0,0.0,1
2019-04-19 11:00:00,0.0,14.0,65.0,0.0,1
2019-04-19 12:00:00,0.0,13.0,69.0,0.0,1
2019-04-19 13:00:00,0.0,12.5,73.0,0.0,1
2019-04-19 14:00:00,0.0,12.3,75.0,0.0,1
2019-04-19 15:00:00,0.0,12.9,72.0,0.0,1
2019-04-19 16:00:00,0.0,12.7,89.0,0.0,1
2019-04-19 17:00:00,0.0,12.7,92.0,0.0,1
2019-04-19 18:00:00,0.0,12.4,93.0,0.0,1
2019-04-19 19:00:00,0.0,12.1,93.0,0.0,1
2019-04-19 20:00:00,0.0,11.6,93.0,0.0,1
2019-04-19 21:00:00,0.0,12.2,93.0,0.0,1
2019-04-19 22:00:00,0.0,13.7,90.0,0.0,1
2019-04-19 23:00:00,0.0,16.5,80.0,0.0,1
2019-04-20 00:00:00,0.0,17.200001,64.0,0.0,1
2019-04-20 01:00:00,0.0,16.9,60.0,0.0,1
2019-04-20 02:00:00,0.0,19.1,55.0,0.0,1
2019-04-20 03:00:00,0.0,18.200001,55.0,0.0,1
2019-04-20 04:00:00,0.0,18.5,57.0,0.0,1
2019-04-20 05:00:00,0.0,18.6,57.0,0.0,1
2019-04-20 06:00:00,0.0,19.4,54.0,0.0,1
2019-04-20 07:00:00,0.0,17.5,66.0,0.0,1
2019-04-20 08:00:00,0.0,16.200001,73.0,0.0,1
2019-04-20 09:00:00,0.0,15.9,78.0,0.0,1
2019-04-20 10:00:00,0.0,15.6,81.0,0.0,1
2019-04-20 11:00:00,0.0,14.5,88.0,0.0,1
2019-04-20 12:00:00,0.0,13.4,91.0,0.0,1
2019-04-20 13:00:00,0.0,12.6,93.0,0.0,1
2019-04-20 14:00:00,0.0,13.2,93.0,0.0,1
2019-04-20 15:00:00,0.0,12.9,93.0,1.0,1
2019-04-20 16:00:00,0.0,12.7,93.0,0.0,1
2019-04-20 17:00:00,0.0,12.3,93.0,0.0,1
2019-04-20 18:00:00,0.0,11.4,93.0,0.0,1
2019-04-20 19:00:00,0.0,11.6,93.0,0.0,1
2019-04-20 20:00:00,0.0,11.5,93.0,0.0,1
2019-04-20 21:00:00,0.0,11.3,93.0,0.0,1
2019-04-20 22:00:00,0.0,11.7,93.0,0.0,1
2019-04-20 23:00:00,0.0,12.9,93.0,0.0,1
2019-04-21 00:00:00,0.0,13.9,93.0,0.0,1
2019-04-21 01:00:00,0.0,14.5,93.0,0.0,1
2019-04-21 02:00:00,0.0,15.9,88.0,0.0,1
2019-04-21 03:00:00,0.0,15.4,83.0,0.0,1
2019-04-21 04:00:00,0.0,16.0,84.0,0.0,1
2019-04-21 05:00:00,0.0,17.799999,77.0,0.0,1
2019-04-21 06:00:00,0.0,19.299999,66.0,0.0,1
2019-04-21 07:00:00,0.0,19.5,70.0,0.0,1
2019-04-21 08:00:00,0.0,16.5,79.0,0.0,1
2019-04-21 09:00:00,0.0,13.9,87.0,0.0,1
2019-04-21 10:00:00,0.0,12.8,93.0,0.0,1
2019-04-21 11:00:00,0.0,12.9,86.0,0.0,1
2019-04-21 12:00:00,0.0,11.9,93.0,0.0,1
2019-04-21 13:00:00,0.0,10.9,93.0,0.0,1
2019-04-21 14:00:00,0.0,10.4,93.0,0.0,1
2019-04-21 15:00:00,0.0,9.7,93.0,0.0,1
2019-04-21 16:00:00,0.0,9.3,93.0,0.0,1
2019-04-21 17:00:00,0.0,8.8,93.0,0.0,1
2019-04-21 18:00:00,0.0,8.1,93.0,0.0,1
2019-04-21 19:00:00,0.0,8.2,93.0,0.0,1
2019-04-21 20:00:00,0.0,8.1,93.0,0.0,1
2019-04-21 21:00:00,0.0,9.9,93.0,0.0,1
